month,year,sector,area,brand,Sub Model,sub_segment,exclusion_reason,registrations
2022-01,2022,BT60 1,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,BA2,BA,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,BL3,BL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,BL4,BL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,WC2H 9,WC,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,CT6,CT,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,SA15 4,SA,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,MK17 8,MK,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,CW1,CW,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,CW8,CW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,EH16 5,EH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,BT63 5,BT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,DL3,DL,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,DY1,DY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,W4 1,W,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,G62 6,G,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,GL19 3,GL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,SE3,SE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,PO9,PO,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,HR9,HR,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,RH13 0,RH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,SW7,SW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,NN16 8,NN,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,LS20 8,LS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,L17 6,L,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,SA8,SA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,BT39 9,BT,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,BT18 0,BT,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,S45 0,S,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,LE67 2,LE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,NN1,NN,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,NG7,NG,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,CV7,CV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,BH14 8,BH,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,PA7,PA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,DL8,DL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,CV21 3,CV,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,CV23 0,CV,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,TW20 0,TW,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,JE3,JE,Ferrari,Ferrari F8,Core Supercar,offshore_island_no_gb_drive_time,2
2022-01,2022,JE3,JE,Ferrari,Ferrari 812,Upper GT,offshore_island_no_gb_drive_time,2
2022-01,2022,JE3,JE,Porsche,Porsche 911 Turbo,GT,offshore_island_no_gb_drive_time,1
2022-01,2022,GY1,GY,Ferrari,Ferrari F8,Core Supercar,offshore_island_no_gb_drive_time,1
2022-01,2022,B90 4,B,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,HP9,HP,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-01,2022,CB24 9,CB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,BS16 7,BS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,G72 8,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,NR35 2,NR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,WV10 7,WV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,SO17 1,SO,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,TS18 3,TS,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,ST2,ST,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-01,2022,WF2,WF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,WA13 0,WA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,AL9,AL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,RG31 7,RG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,RG7,RG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,SL5,SL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-01,2022,HP15 6,HP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-01,2022,FY6,FY,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,HA8,HA,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,BR7,BR,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-02,2022,GY5,GY,Mercedes-Benz,Mercedes-Benz AMG GT,GT,offshore_island_no_gb_drive_time,1
2022-02,2022,MK45 4,MK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,SG18 9,SG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-02,2022,SK9,SK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,KT10 9,KT,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,GY8,GY,Bentley,Bentley Continental GT,GT,offshore_island_no_gb_drive_time,1
2022-02,2022,CM19 5,CM,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,IM4,IM,Porsche,Porsche 911 GT3,Core Supercar,offshore_island_no_gb_drive_time,1
2022-02,2022,MK16 9,MK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,RH4,RH,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,BT35 8,BT,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,IM8,IM,Aston Martin,Aston Martin DBX,SUV,offshore_island_no_gb_drive_time,1
2022-02,2022,JE3,JE,Bentley,Bentley Continental GTC,GT,offshore_island_no_gb_drive_time,1
2022-02,2022,JE3,JE,Ferrari,Ferrari F8,Core Supercar,offshore_island_no_gb_drive_time,1
2022-02,2022,JE3,JE,Ferrari,Ferrari SF90 Stradale,Upper Supercar,offshore_island_no_gb_drive_time,1
2022-02,2022,JE3,JE,Ferrari,Ferrari 812,Upper GT,offshore_island_no_gb_drive_time,1
2022-02,2022,JE3,JE,Bentley,Bentley Bentayga,SUV,offshore_island_no_gb_drive_time,2
2022-02,2022,GY1,GY,Porsche,Porsche 911 GT3,Core Supercar,offshore_island_no_gb_drive_time,1
2022-02,2022,TN15 6,TN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,PE9,PE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,CV47 2,CV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,RG31 7,RG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-02,2022,DT2,DT,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-02,2022,W9 2,W,Ferrari,Ferrari Monza,Hypercar,non_fit_product_or_hypercar,1
2022-03,2022,AB15 9,AB,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,BT41 4,BT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,TN27 0,TN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,HP18 9,HP,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,MK17 0,MK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,EN5,EN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,NW11 6,NW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,MK41 6,MK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,B13 8,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,B75 5,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BB1,BB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,2
2022-03,2022,PE21 7,PE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,PE21 7,PE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,GU47 9,GU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BD1,BD,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,LS29 9,LS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,IP22 2,IP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BS8,BS,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,CF82 8,CF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,NW1,NW,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,NW3,NW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,NW6,NW,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,NW6,NW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,CF14 0,CF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,CF5,CF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SA15 4,SA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,CM2,CM,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,OX25 3,OX,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,CW1,CW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,CW4,CW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SK10 4,SK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,WA14 3,WA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WA15 0,WA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,CW8,CW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SY14 7,SY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WA6,WA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,PR6,PR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,PR7,PR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,EH15 3,EH,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,TR1,TR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,HP4,HP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,DA2,DA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,NN6,NN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,DE4,DE,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,S32 1,S,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BT48 8,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,CT3,CT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,B62 0,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,G66 3,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SG14 1,SG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,PE24 5,PE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,G77 6,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,YO25 3,YO,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,KT10 8,KT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,KT8,KT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,2
2022-03,2022,EH51 9,EH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,TS9,TS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,HG5,HG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,LS22 4,LS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,LS29 0,LS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,GU51 4,GU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,RM11 3,RM,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,HR9,HR,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,2
2022-03,2022,IV2,IV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,CV13 0,CV,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,RH12 3,RH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,TW7,TW,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,SW1X 0,SW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SW3,SW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,2
2022-03,2022,SW3,SW,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,KT2,KT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,HD9,HD,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,LS10 1,LS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,LS17 7,LS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,LS23 6,LS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,LE3,LE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BT27 5,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,ME17 1,ME,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,ME8,ME,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SM4,SM,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,RH16 4,RH,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,KT22 9,KT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SO41 0,SO,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,NG14 7,NG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,NG21 0,NG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,NG22 9,NG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,KA30 8,KA,McLaren,McLaren Speedtail,Hypercar,non_fit_product_or_hypercar,1
2022-03,2022,S17 3,S,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,S18 7,S,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,S45 0,S,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,LN5,LN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BS20 7,BS,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,BS41 9,BS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BS49 4,BS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SA70 8,SA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,KY13 8,KY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,BH13 7,BH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,BH15 4,BH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,PO1,PO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,E11 2,E,Porsche,Porsche 911 Turbo,GT,non_primary_brand,2
2022-03,2022,TS14 6,TS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,KT20 6,KT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,OL15 0,OL,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,SS4,SS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SS5,SS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,GU25 4,GU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,M28 2,M,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WF8,WF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,B91 1,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,B94 6,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,KA7,KA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,HP9,HP,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,HP9,HP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,DE12 6,DE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,BS16 6,BS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,LA12 0,LA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,LA23 3,LA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,LA8,LA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,G71 8,G,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,G71 8,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,ML3,ML,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,IP20 0,IP,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,TA13 5,TA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,AL1,AL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,AL3,AL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,ST12 9,ST,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,FK9,FK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SK8,SK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,B94 5,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,B95 6,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,CV35 0,CV,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,CV35 9,CV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SA3,SA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SO16 0,SO,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,SO51 6,SO,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,CF64 3,CF,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,WD3,WD,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WD4,WD,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,E14 0,E,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WA15 8,WA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,OX12 0,OX,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,B74 3,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,WS5,WS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,WS5,WS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WS9,WS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SW18 5,SW,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,WA13 0,WA,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,BN24 5,BN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,TN22 3,TN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,AL9,AL,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-03,2022,RG7,RG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,DT2,DT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,L40 8,L,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,OX7,OX,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SP5,SP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,SO24 0,SO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SO24 9,SO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,SL6,SL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,WV1,WV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,WV6,WV,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2022-03,2022,WR10 2,WR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-03,2022,WR12 7,WR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,WR9,WR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-03,2022,FY6,FY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,AB15 5,AB,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,AB15 8,AB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,AB42 3,AB,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,DE56 2,DE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,IP9,IP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,EN4,EN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,S72,S,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,RG20 9,RG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,BT9,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,DA15 8,DA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,B16 9,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,B33,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,B73 6,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,BL6,BL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,NR13 3,NR,Mercedes-Benz,Mercedes-Benz AMG GT,GT,non_primary_brand,1
2022-04,2022,BR1,BR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,BR6,BR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,BL8,BL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,CT1,CT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,CF14 5,CF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,BT8,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,SG18 8,SG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,CM2,CM,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,OX15 6,OX,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,CW11 1,CW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,WA16 7,WA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,CW8,CW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,HP16 9,HP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,PR6,PR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,TR11 5,TR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,DL13 3,DL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,CV2,CV,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,DA2,DA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2022-04,2022,DN4,DN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2022-04,2022,DY9,DY,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
