month,year,sector,area,brand,Sub Model,sub_segment,exclusion_reason,registrations
2023-09,2023,ML1,ML,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,ML6,ML,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,NR11 8,NR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,BS20 8,BS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,NE12 6,NE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,B78 2,B,Maserati,Maserati GranTurismo,GT,non_primary_brand,1
2023-09,2023,NE24 3,NE,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,NE61 6,NE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,OL3,OL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,KY13 0,KY,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,BH13 7,BH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,BH18 8,BH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,IM9,IM,Ferrari,Ferrari Portofino,GT,offshore_island_no_gb_drive_time,2
2023-09,2023,RH2,RH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,BB7,BB,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,BB7,BB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,3
2023-09,2023,OL10 4,OL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,OL11 2,OL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,CV23 0,CV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,TW18 3,TW,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,NG13 9,NG,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,NG2,NG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,JE3,JE,Ferrari,Ferrari F8,Core Supercar,offshore_island_no_gb_drive_time,1
2023-09,2023,JE3,JE,Ferrari,Ferrari 812,Upper GT,offshore_island_no_gb_drive_time,1
2023-09,2023,JE3,JE,Ferrari,Ferrari 296,Core Supercar,offshore_island_no_gb_drive_time,1
2023-09,2023,JE2,JE,Ferrari,Ferrari Roma,GT,offshore_island_no_gb_drive_time,1
2023-09,2023,B43 6,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,YO8,YO,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,TN13 1,TN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,SL1,SL,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,B90 4,B,Maserati,Maserati GranTurismo,GT,non_primary_brand,1
2023-09,2023,B93 8,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,KA7,KA,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,DE65 6,DE,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,NG31 9,NG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,G71 8,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,IP21 4,IP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,OX17 3,OX,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,WV10 7,WV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,WV9,WV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,AL1,AL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,G63 0,G,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,SK8,SK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,B95 6,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,IP13 6,IP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,SP11 8,SP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,GL20 8,GL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,TQ1,TQ,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,TN1,TN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,TN2,TN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,CB10 1,CB,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-09,2023,OX12 0,OX,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,WF6,WF,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,B74 3,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,WD19 4,WD,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,GU26 6,GU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,GU5,GU,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,RG7,RG,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,L39,L,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,L39 5,L,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,EH48 2,EH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,EH49 7,EH,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,EH53 0,EH,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,OX7,OX,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,NW8,NW,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,SW1P 2,SW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,W1J 5,W,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,W2 1,W,Ferrari,Ferrari Daytona SP3,Hypercar,non_fit_product_or_hypercar,1
2023-09,2023,WN6,WN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,SN12 7,SN,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,SL5,SL,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,SL5,SL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,CH41 5,CH,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,GU21 5,GU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,WR2,WR,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-09,2023,WR2,WR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-09,2023,PR3,PR,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2023-10,2023,AB15 5,AB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,AB31 5,AB,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,AB51 0,AB,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,TN26 3,TN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,BT32 3,BT,Maserati,Maserati GranTurismo,GT,non_primary_brand,1
2023-10,2023,RM8,RM,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,EN5,EN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,MK41 0,MK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,B17 9,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,NR13 5,NR,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,BR6,BR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,SK10 4,SK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,CH65 9,CH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,CW6,CW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,WA4,WA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,RH14 0,RH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,CO3,CO,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,CO6,CO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,GL7,GL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,DH1,DH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,IM1,IM,Mercedes-Benz,Mercedes-Benz AMG SL,GT,offshore_island_no_gb_drive_time,1
2023-10,2023,CT14 8,CT,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,W4 1,W,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,BH21 7,BH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,BH24 2,BH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,BH31 6,BH,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,G46 6,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,DN14 8,DN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,HU13 0,HU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,HU15 1,HU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,KT22 0,KT,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,N21 2,N,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,FK1,FK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,GL14 1,GL,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,NG15 9,NG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,G41 1,G,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2023-10,2023,LL53 5,LL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,HG3,HG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,YO26 8,YO,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,SW7,SW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,PE30 4,PE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,PE33 0,PE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,KT3,KT,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2023-10,2023,HD3,HD,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,LS17 8,LS,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,BA5,BA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,RH16 4,RH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,TS7,TS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,NE23 7,NE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,NE25 9,NE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,NR3,NR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,OL3,OL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,OX2,OX,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,PO6,PO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,RH6,RH,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,OL15 0,OL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,S61,S,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,GY7,GY,Aston Martin,Aston Martin DBX,SUV,offshore_island_no_gb_drive_time,1
2023-10,2023,GY7,GY,Porsche,Porsche 911 GT3,Core Supercar,offshore_island_no_gb_drive_time,1
2023-10,2023,M28 2,M,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,YO11 3,YO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,TN13 1,TN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,S9 2,S,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,TF9,TF,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,NR14 8,NR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,NR4,NR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,WV8,WV,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-10,2023,AL3,AL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,SK7,SK,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,B95 6,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,CR6,CR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,SO51 6,SO,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,GL19 4,GL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,ME20 6,ME,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,NP4,NP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,E14 0,E,Ferrari,Ferrari Daytona SP3,Hypercar,non_fit_product_or_hypercar,1
2023-10,2023,B74 3,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,GU8,GU,Maserati,Maserati GranTurismo,GT,non_primary_brand,1
2023-10,2023,G81 2,G,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,OX7,OX,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,SL5,SL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,TW19 5,TW,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-10,2023,RG40 4,RG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-10,2023,WR2,WR,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-11,2023,DE7,DE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,BT23 4,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,S75 4,S,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,S75 4,S,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CM11 1,CM,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-11,2023,RG24 8,RG,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-11,2023,DN10 5,DN,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,BA1,BA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,BT14 8,BT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,DA14 5,DA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,B15 2,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,B75 5,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,BL3,BL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,BD10 0,BD,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CO8,CO,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,NR13 4,NR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,BR2,BR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,NW3,NW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,NW6,NW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,2
2023-11,2023,WC2H 9,WC,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CF14 0,CF,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,LU7,LU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,MK17 9,MK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,OX15 4,OX,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,SK10 4,SK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,SK11 9,SK,Ferrari,Ferrari Daytona SP3,Hypercar,non_fit_product_or_hypercar,1
2023-11,2023,SK9,SK,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,WA15 0,WA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CH64 8,CH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,SL9,SL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,EH12 5,EH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,LL28 5,LL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,GL7,GL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,DL5,DL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,BD23 3,BD,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,CR0,CR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CR5,CR,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,HP4,HP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,NN6,NN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,DN11 9,DN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,CT14 8,CT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,B63 3,B,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,DY1,DY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,DY9,DY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,W3 9,W,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,W4 1,W,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,KA2,KA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,EX11 1,EX,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,SG13 7,SG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,PE23 5,PE,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2023-11,2023,PE25 1,PE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,EH39 5,EH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,G78 3,G,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,HU11 5,HU,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,KT12 1,KT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,IG7,IG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,IG7,IG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,SO31 7,SO,Ferrari,Ferrari Daytona SP3,Hypercar,non_fit_product_or_hypercar,1
2023-11,2023,SO31 7,SO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,KY3,KY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,NE16 5,NE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,G46 8,G,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,SE2,SE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,GU3,GU,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,TS9,TS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,W14 0,W,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,WD23 4,WD,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,IV22 2,IV,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,HA6,HA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,SW7,SW,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,LS15 4,LS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,LS16 9,LS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,LS17 8,LS,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-11,2023,LS21 1,LS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,LE5,LE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,WS14 9,WS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,L19 2,L,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CM9,CM,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,WR6,WR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,NG32 1,NG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,EX17 3,EX,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-11,2023,KT21 2,KT,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,RH3,RH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,RH3,RH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,NP16 6,NP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,SP6,SP,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,NE3,NE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,NE20 0,NE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,NE46 4,NE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,BH14 8,BH,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,PO6,PO,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,PR2,PR,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,RH2,RH,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2023-11,2023,S25 5,S,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,CV22 6,CV,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,GU25 4,GU,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,TW20 0,TW,Maserati,Maserati GranTurismo,GT,non_primary_brand,1
2023-11,2023,NG13 9,NG,Mercedes-Benz,Mercedes-Benz AMG SL,GT,non_primary_brand,1
2023-11,2023,NG13 9,NG,Porsche,Porsche 911 Turbo,GT,non_primary_brand,2
2023-11,2023,LE15 8,LE,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,2
2023-11,2023,GY4,GY,Mercedes-Benz,Mercedes-Benz AMG SL,GT,offshore_island_no_gb_drive_time,1
2023-11,2023,GY4,GY,Porsche,Porsche 911 Turbo,GT,offshore_island_no_gb_drive_time,1
2023-11,2023,PR8,PR,Maserati,Maserati MC Pura/MC20,Core Supercar,non_primary_brand,1
2023-11,2023,DA3,DA,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,DA4,DA,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,TN14 7,TN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,SY11 1,SY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,SL2,SL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,B90 1,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,HP9,HP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CB22 7,CB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,CB25 9,CB,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,SG8,SG,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,BS10 7,BS,Maserati,Maserati GranTurismo,GT,non_primary_brand,1
2023-11,2023,BS10 7,BS,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,TQ9,TQ,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,PE9,PE,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,NN7,NN,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,DY7,DY,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,2
2023-11,2023,AL5,AL,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,AL5,AL,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,IP31 1,IP,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
2023-11,2023,ST8,ST,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,TS16 0,TS,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,B95 6,B,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,GU15 1,GU,Porsche,Porsche 911 GT3,Core Supercar,non_primary_brand,1
2023-11,2023,RH9,RH,Porsche,Porsche 911 Turbo,GT,non_primary_brand,1
