sector,area,brand,Model Group,Model,Sub Model,sub_segment,year,treatment_class,original_registrations,cleaned_registrations,redistributed_in
CB7,CB,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
CF11 8,CF,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
CF63 4,CF,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
CH2,CH,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
CM0,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
CM1,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2023,keep,1,1.0,0.0
CM1,CM,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
CM21 0,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
CM3,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
CM6,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
CM77 8,CM,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
CM8,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,2,2.0,0.0
CM8,CM,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
CM9,CM,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
CO10 8,CO,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
CO10 9,CO,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
CO4,CO,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
CT2,CT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
CT20 3,CT,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
CV33 9,CV,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
CV35 9,CV,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
CW6,CW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2023,keep,1,1.0,0.0
CW7,CW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
DA5,DA,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
DD8,DD,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,keep,1,1.0,0.0
DD8,DD,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2023,keep,1,1.0,0.0
DE13 9,DE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
DE45 1,DE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
DG12 6,DG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
DG8,DG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
DH1,DH,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
DL1,DL,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
DL13 4,DL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
DL3,DL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
DL8,DL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
DN14 7,DN,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
DN14 7,DN,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
DN3,DN,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
DT10 1,DT,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2023,keep,1,1.0,0.0
DT9,DT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
E11 2,E,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
E2,E,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
EH12 6,EH,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
EH12 6,EH,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
EH16 5,EH,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
EH17 8,EH,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
EH39 5,EH,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
EN7,EN,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
EX33 1,EX,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
FK14 7,FK,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
FK8,FK,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
FY8,FY,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
G13,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
G2 5,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
G2 5,G,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,2,2.0,0.0
G3 7,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
G43 2,G,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
G43 2,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
G43 2,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
G46 6,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
G62 8,G,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
G71 8,G,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
G82 4,G,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
G83 9,G,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
GL4,GL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
GL54 2,GL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2023,keep,1,1.0,0.0
GL7,GL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
GL7,GL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
GU10 3,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
GU21 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,factory_hold,32,0.7619047619047619,0.0
GU21 4,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,factory_hold,10,0.23809523809523808,0.0
GU21 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,factory_hold,2,0.0196078431372549,0.0
GU21 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2023,factory_hold,38,0.37254901960784315,0.0
GU21 4,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,factory_hold,62,0.6078431372549019,0.0
GU21 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,factory_hold,33,0.4285714285714286,0.0
GU21 4,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,factory_hold,44,0.5714285714285715,0.0
GU21 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2025,factory_hold,1,0.023255813953488372,0.0
GU21 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,factory_hold,18,0.41860465116279066,0.0
GU21 4,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,factory_hold,24,0.5581395348837209,0.0
GU21 5,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
GU22 0,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
GU31 4,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,3,3.0,0.0
GU33 6,GU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
GU34 5,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
GU9,GU,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
HA1,HA,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
HA5,HA,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
HA7,HA,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2023,keep,1,1.0,0.0
HD2,HD,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
HD9,HD,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
HD9,HD,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
HG2,HG,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
HG4,HG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
HP2,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
HP22 4,HP,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
HP22 5,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
HP27 0,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
HP27 0,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
HP3,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
HP4,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
HP6,HP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,2,2.0,0.0
HP7,HP,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
HU10 7,HU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
HX3,HX,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
HX4,HX,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
IG2,IG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
IG4,IG,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,keep,1,1.0,0.0
IG7,IG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
IG8,IG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
IP13 8,IP,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
IP14 2,IP,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
KA3,KA,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
KT11 2,KT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
KT12 1,KT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
KT12 5,KT,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
KT17 1,KT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
KT20 6,KT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
KT20 6,KT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
KT24 5,KT,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
L40 8,L,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,1,1.0,0.0
LE11 3,LE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
LE12 7,LE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
LE5,LE,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,2,2.0,0.0
LL14 4,LL,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
LL16 4,LL,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
LL17 0,LL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2023,keep,1,1.0,0.0
LL17 0,LL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
LN4,LN,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,keep,1,1.0,0.0
LN4,LN,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
LS17 7,LS,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
LS22 5,LS,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
LS22 5,LS,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
LS25 4,LS,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,2,2.0,0.0
LS26 8,LS,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
LS9,LS,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,dealer,2,1.6,0.0
LS9,LS,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,dealer,2,1.6,0.0
LS9,LS,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,dealer,4,2.0,0.0
LS9,LS,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,dealer,6,3.0,0.0
LS9,LS,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,dealer,2,2.0,0.0
LU3,LU,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
M20 2,M,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
M26 3,M,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,2,2.0,0.0
M33,M,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
M41 9,M,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
ME19 4,ME,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
ME7,ME,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
MK45 2,MK,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
MK8,MK,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
ML1,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
ML1,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
ML11 7,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
ML3,ML,McLaren,McLaren: Sports Series,McLaren Sports Series,McLaren 600LT,Core Supercar,2022,dealer,1,0.19999999999999996,0.0
ML3,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,dealer,5,0.9999999999999998,0.0
ML3,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,dealer,1,0.19999999999999996,0.0
ML3,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,dealer,2,0.3999999999999999,0.0
ML3,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2023,dealer,1,0.8,0.0
ML3,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,dealer,3,2.4000000000000004,0.0
ML3,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,dealer,2,1.0,0.0
ML3,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,dealer,4,2.0,0.0
ML3,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,dealer,4,0.7999999999999998,0.0
ML3,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,dealer,5,0.9999999999999998,0.0
ML7,ML,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
ML8,ML,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
N10 2,N,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
N10 3,N,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2023,keep,1,1.0,0.0
N20 8,N,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,keep,1,1.0,0.0
NE13 6,NE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NE13 7,NE,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
NE13 7,NE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
NG25 0,NG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NG33 4,NG,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
NN14 1,NN,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
NN14 3,NN,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
NN7,NN,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NN7,NN,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
NR11 7,NR,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,keep,1,1.0,0.0
NR15 2,NR,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NR29 3,NR,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
NR33 7,NR,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NW10 6,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,1,1.0,0.0
NW2,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NW3,NW,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2022,keep,2,2.0,0.0
NW3,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
NW6,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
NW6,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NW6,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,1,1.0,0.0
NW7,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
NW7,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2023,keep,2,2.0,0.0
NW8,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2024,keep,2,2.0,0.0
NW8,NW,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
NW8,NW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 750S,Core Supercar,2025,keep,2,2.0,0.0
NW8,NW,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
OL12 9,OL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
OX1,OX,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
OX18 3,OX,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
OX18 4,OX,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
OX4,OX,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
PA13 4,PA,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
PE14 7,PE,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
PE23 5,PE,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
PE8,PE,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
PO14 3,PO,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
PO33 1,PO,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2025,keep,1,1.0,0.0
PO34 5,PO,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
PR2,PR,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2024,keep,1,1.0,0.0
PR3,PR,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,2022,keep,1,1.0,0.0
PR8,PR,McLaren,McLaren: Artura,McLaren Artura,McLaren Artura,Core Supercar,2023,keep,1,1.0,0.0
RG10 0,RG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,2022,keep,1,1.0,0.0
