sector,area,brand,Model Group,Model,Sub Model,sub_segment,year,treatment_class,original_registrations,cleaned_registrations,redistributed_in
AB13 0,AB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
AB15 4,AB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
AB22 8,AB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
AB32 6,AB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
AL1,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
AL1,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,2,2.0,0.0
AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,2,1.6000000000000003,0.0
AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,0.8000000000000002,0.0
AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,2,2.0,0.0
AL10 9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,6,3.0,0.0
AL2,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
AL4,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
AL5,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
AL9,AL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B15 2,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B45 8,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
B45 8,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B49 6,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B49 6,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B5,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
B74 2,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B74 3,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B75 6,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B80 7,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B90 4,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,1,1.0,0.0
B90 4,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,2,2.0,0.0
B91 3,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B92 0,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,3,2.4000000000000004,0.0
B92 0,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,2,1.6000000000000003,0.0
B92 0,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,0.8000000000000002,0.0
B92 0,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,1,1.0,0.0
B93 0,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B93 8,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
B94 6,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
B94 6,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B95 5,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
B97 5,B,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
BA1,BA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BA1,BA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,2,2.0,0.0
BA2,BA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
BA2,BA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BA9,BA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BB4,BB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BB4,BB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BB7,BB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BD22 9,BD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BD24 9,BD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BD9,BD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BH1,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BH13 6,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BH13 7,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
BH14 0,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
BH14 8,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BH21 1,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BH22 0,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BH23 6,BH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BL2,BL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BL7,BL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BL7,BL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BL8,BL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BN16 2,BN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BN3,BN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
BN3,BN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BN5,BN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BR1,BR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
BR1,BR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,keep,1,1.0,0.0
BR5,BR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BR7,BR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BR7,BR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,2,2.0,0.0
BS10 7,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,4,3.2,0.0
BS10 7,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,1,0.8000000000000002,0.0
BS10 7,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,2,1.6000000000000003,0.0
BS10 7,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,4,3.2,0.0
BS10 7,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,3,2.4000000000000004,0.0
BS16 1,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BS20 7,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BS37 5,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BS39 4,BS,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
BT12 6,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,2,2.0,0.0
BT12 6,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,dealer,2,1.6000000000000003,0.0
BT12 6,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,0.8000000000000002,0.0
BT12 6,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,8,4.0,0.0
BT12 6,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,1,1.0,0.0
BT2,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BT22 2,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BT25 2,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BT27 5,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BT28 2,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BT30 9,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BT45 8,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2024,keep,1,1.0,0.0
BT48 7,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
BT51 4,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BT6,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
BT9,BT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CA4,CA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
CA7,CA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CB10 1,CB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CB7,CB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CB8,CB,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CF35 5,CF,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
CH3,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CH47 9,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
CH48 1,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CH48 2,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CH48 2,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CH60 0,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CH60 8,CH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CM11 1,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CM13 3,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CM13 3,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CM14 5,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,dealer,4,3.2,0.0
CM14 5,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,dealer,1,1.0,0.0
CM14 5,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,dealer,1,1.0,0.0
CM14 5,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,dealer,3,2.4000000000000004,0.0
CM16 7,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
CM16 7,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
CM17 0,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CM3,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
CM3,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CM4,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CM6,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CM8,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CM8,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CM9,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
CM9,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CO10 1,CO,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CO4,CO,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CO6,CO,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CO7,CO,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
CR0,CR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
CR3,CR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
CR8,CR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CT2,CT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
CV11 4,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV13 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
CV13 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV23 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV23 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,2,2.0,0.0
CV23 9,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV31 3,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV31 3,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CV35 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,factory_hold,21,1.0,0.0
CV35 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,factory_hold,7,0.5,0.0
CV35 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2023,factory_hold,7,0.5,0.0
CV35 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,factory_hold,18,1.0,0.0
CV35 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,factory_hold,17,1.25,0.0
CV35 7,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
CV35 9,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
CV37 0,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV37 7,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CV47 2,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV7,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
CV8,CV,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CW12 4,CW,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
CW5,CW,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
CW5,CW,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,2,2.0,0.0
CW5,CW,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DA14 4,DA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
DA15 8,DA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DA4,DA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DA5,DA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2023,keep,1,1.0,0.0
DD5,DD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
DE12 7,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DE15 0,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DE56 4,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DE6,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DE65 6,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DE7,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DE72 3,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DE73 8,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DE73 8,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DE74 2,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DG1,DG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DG5,DG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
DG5,DG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DH1,DH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DH3,DH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DH4,DH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,4,4.0,0.0
DL1,DL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,2,2.0,0.0
DL1,DL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DL1,DL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DL10 4,DL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DL10 7,DL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DL8,DL,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DN11 9,DN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
DN11 9,DN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DN22 7,DN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DN22 8,DN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DN37 0,DN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DN5,DN,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DT11 9,DT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
DT6,DT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2024,keep,1,1.0,0.0
DT7,DT,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,2022,keep,1,1.0,0.0
DY10 4,DY,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB12,GT,2025,keep,1,1.0,0.0
