brand_key,sub_segment_key,area,sector,year,sector_annual,baseline_used,ratio,band,reduction,factor,cleaned_sector,removed
aston martin,upper gt,TN,TN13 2,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,SK,SK9,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,W,W3 0,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,RG,RG8,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,NG,NG7,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,EH,EH15 3,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,NE,NE28 9,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,EH,EH15 3,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,B,B24 9,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,BS,BS10 7,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,TN,TN2,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,SO,SO43 7,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,suv,HP,HP11 1,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,gt,WA,WA16 8,2024,3,1.1111111111111112,2.6999999999999997,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,BS,BS10 7,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,LS,LS12 6,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,KT,KT12 1,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,GL,GL51 9,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,GL,GL51 9,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,upper gt,BS,BS10 7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,NG,NG7,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,NE,NE28 9,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,NG,NG7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,suv,BS,BS10 7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,core supercar,LS,LS12 6,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,suv,LS,LS12 6,2022,3,1.25,2.4,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,core supercar,EX,EX2,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,KT,KT12 1,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,core supercar,TW,TW20 0,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,gt,BT,BT12 6,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,MK,MK16 9,2023,3,1.1111111111111112,2.6999999999999997,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,core supercar,CO,CO4,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,core supercar,BT,BT12 6,2025,3,1.25,2.4,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,gt,NG,NG7,2022,3,1.1428571428571428,2.625,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,gt,SO,SO43 7,2024,3,1.2,2.5,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,gt,SK,SK9,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
bentley,suv,SO,SO43 7,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,GL,GL51 9,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,EH,EH12 6,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,gt,SW,SW7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,suv,EH,EH15 3,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,gt,SW,SW7,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,upper gt,SK,SK9,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,upper supercar,TW,TW20 0,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,core supercar,SW,SW7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,CM,CM14 5,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,suv,CM,CM14 5,2023,3,1.3333333333333333,2.25,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,NG,NG7,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,suv,B,B24 9,2022,3,1.1111111111111112,2.6999999999999997,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,RG,RG8,2024,3,1.1818181818181819,2.5384615384615383,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,RG,RG8,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,NG,NG7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,suv,EH,EH15 3,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,upper supercar,SW,SW7,2022,3,1.3333333333333333,2.25,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,core supercar,NG,NG7,2023,3,1.4,2.142857142857143,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,suv,SK,SK9,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
ferrari,suv,BT,BT12 6,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,upper supercar,RG,RG8,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,upper supercar,LE,LE7,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,core supercar,RG,RG8,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,suv,RG,RG8,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,SK,SK9,2024,3,1.4,2.142857142857143,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,SK,SK9,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,TN,TN13 2,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
mclaren,core supercar,B,B94 5,2024,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,upper supercar,SW,SW7,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,suv,SW,SW7,2025,3,1.1111111111111112,2.6999999999999997,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
lamborghini,upper supercar,AL,AL10 9,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
rolls-royce,suv,W,W1J 8,2023,3,1.4,2.142857142857143,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
rolls-royce,upper gt,SK,SK9,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,KT,KT12 1,2023,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,KT,KT12 1,2024,3,1.2142857142857142,2.4705882352941178,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,KT,KT12 1,2022,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,GL,GL51 9,2024,3,1.4444444444444444,2.076923076923077,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,EH,EH12 6,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
aston martin,gt,CM,CM14 5,2025,3,1.0,3.0,mild,0.19999999999999984,0.8000000000000002,2.4000000000000004,0.5999999999999996
