month,year,sector,area,brand,Model Group,Model,Sub Model,sub_segment,treatment_class,original_registrations,cleaned_registrations
2022-03,2022,SK10 2,SK,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,SK10 4,SK,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,SK9,SK,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,dealer,1,1.0
2022-03,2022,SK9,SK,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,dealer,1,0.5
2022-03,2022,SK9,SK,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,dealer,1,1.0
2022-03,2022,SK9,SK,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,dealer,1,0.5
2022-03,2022,SK9,SK,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.1818181818181819
2022-03,2022,SK9,SK,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,SK9,SK,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,2,0.3999999999999999
2022-03,2022,SK9,SK,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,SK9,SK,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,dealer,1,0.8
2022-03,2022,SK9,SK,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,2,2.317460317460317
2022-03,2022,WA14 3,WA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,WA16 6,WA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,WA16 7,WA,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,WA16 7,WA,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,WA16 8,WA,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,dealer,1,0.19999999999999996
2022-03,2022,WA16 8,WA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2022-03,2022,CH3,CH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,CW6,CW,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-03,2022,CW8,CW,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,WA16 9,WA,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,WA4,WA,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,S40 3,S,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,PO18 0,PO,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,factory_hold,1,0.0625
2022-03,2022,PO18 0,PO,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,factory_hold,2,0.125
2022-03,2022,PO19 8,PO,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,1,0.8000000000000002
2022-03,2022,PO19 8,PO,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,dealer,1,0.8000000000000002
2022-03,2022,RH20 1,RH,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,SL9,SL,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,SL9,SL,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,PR7,PR,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-03,2022,BH23 4,BH,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,BH23 5,BH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,BH23 5,BH,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,EH1,EH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-03,2022,EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,EH12 6,EH,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,keep,1,1.0
2022-03,2022,EH15 3,EH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2022-03,2022,EH15 3,EH,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,dealer,1,0.5
2022-03,2022,EH15 3,EH,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,dealer,1,1.0
2022-03,2022,EH15 3,EH,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,1,1.0
2022-03,2022,EH15 3,EH,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,dealer,1,1.0
2022-03,2022,EH3,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,EC1A 7,EC,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,WC2A 1,WC,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,WC2A 1,WC,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,CO4,CO,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,2,2.0
2022-03,2022,CO6,CO,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,CA27 0,CA,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,PL11 3,PL,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,TR12 7,TR,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,TR4,TR,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,GL54 3,GL,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,GL56 0,GL,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,DH1,DH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,CR0,CR,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,CR8,CR,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,CR8,CR,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,HP23 4,HP,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,HP3,HP,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,HP4,HP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-03,2022,DL1,DL,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,DL3,DL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,keep,1,1.0
2022-03,2022,DL3,DL,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,DA1,DA,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,NN11 3,NN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,LL17 0,LL,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,DE4,DE,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,DE45 1,DE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,DN10 6,DN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,DN11 9,DN,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,DN4,DN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,CT15 6,CT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,DY6,DY,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,DY9,DY,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-03,2022,DG5,DG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-03,2022,W3 0,W,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,dealer,1,0.5
2022-03,2022,W3 0,W,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,1,0.5
2022-03,2022,W4 5,W,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,CB7,CB,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,CB7,CB,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,BH22 9,BH,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,G61 2,G,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,G61 4,G,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,GU34 5,GU,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-03,2022,GU35 0,GU,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,SG12 0,SG,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,SG13 8,SG,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,PE23 5,PE,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,EH31 2,EH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,NN14 4,NN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,NN14 4,NN,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,G46 7,G,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,G77 5,G,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,G77 6,G,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,DN14 8,DN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,HU12 9,HU,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,DE13 8,DE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,SO30 3,SO,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-03,2022,SO50 7,SO,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,CA10 1,CA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,CA11 9,CA,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,KT10 9,KT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,KT10 9,KT,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,KT11 2,KT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,KT11 2,KT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,KT11 2,KT,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-03,2022,KT12 5,KT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,KT13 0,KT,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,KT13 9,KT,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,KT22 0,KT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,KT22 0,KT,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-03,2022,EN3,EN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,N21 1,N,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,CM16 7,CM,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,DE72 3,DE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,NG10 3,NG,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,NG10 3,NG,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-03,2022,NG10 5,NG,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-03,2022,EX2,EX,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,dealer,1,0.5
2022-03,2022,EX2,EX,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,1,0.5
2022-03,2022,PO14 3,PO,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,keep,1,1.0
2022-03,2022,PO15 5,PO,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,PO15 6,PO,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,GL14 1,GL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,FY8,FY,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,keep,1,1.0
2022-03,2022,PR4,PR,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,NG15 8,NG,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,G41 5,G,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-03,2022,G76 9,G,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,GL4,GL,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,keep,1,1.0
2022-03,2022,GL4,GL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,DA11 7,DA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,DA11 9,DA,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,GU1,GU,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-03,2022,GU2,GU,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,keep,1,1.1818181818181819
2022-03,2022,GU23 6,GU,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,dealer,1,0.8
2022-03,2022,GU23 6,GU,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.8
2022-03,2022,GU4,GU,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,W12 7,W,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,W6 9,W,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,LE17 5,LE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,LE17 5,LE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,LE17 6,LE,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,N6 5,N,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-03,2022,CM17 9,CM,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,CM20 2,CM,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,HG2,HG,Lamborghini,Volkswagen: Lamborghini,Lamborghini Aventador,Lamborghini Aventador,Upper Supercar,keep,1,1.2307692307692308
2022-03,2022,HG3,HG,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-03,2022,HG4,HG,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,keep,1,1.0
2022-03,2022,HG4,HG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,HG4,HG,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,LS21 2,LS,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,HA1,HA,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 765LT,Core Supercar,keep,1,1.0
2022-03,2022,HA5,HA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,HA7,HA,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-03,2022,RG29 1,RG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,PO9,PO,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,RM11 3,RM,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,RM13 9,RM,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Dawn,Rolls-Royce Dawn,Upper GT,keep,1,1.0
2022-03,2022,HR1,HR,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-03,2022,HR9,HR,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-03,2022,EN6,EN,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-03,2022,WD23 4,WD,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,WD6,WD,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-03,2022,WD7,WD,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,PH25 3,PH,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-03,2022,HA4,HA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,HA6,HA,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-03,2022,CV13 0,CV,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,CV9,CV,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,LE10 3,LE,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-03,2022,LE67 9,LE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,LE9,LE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-03,2022,LE9,LE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-03,2022,RH14 9,RH,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-03,2022,RH20 3,RH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,TW3,TW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-03,2022,TW8,TW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,2,2.0009111617312074
2022-03,2022,PE19 2,PE,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-03,2022,PE28 9,PE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-03,2022,PE28 9,PE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,2,2.0229565217391303
2022-03,2022,PE29 2,PE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-03,2022,PE29 2,PE,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
