month,year,sector,area,brand,Model Group,Model,Sub Model,sub_segment,treatment_class,original_registrations,cleaned_registrations
2022-01,2022,AB13 0,AB,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,AB15 8,AB,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,AB15 9,AB,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,PA23 8,PA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,BN16 2,BN,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,BN18 0,BN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,BN18 9,BN,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,HA8,HA,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,N3 2,N,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,NW11 7,NW,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,NW11 8,NW,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,NW4,NW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,CM11 1,CM,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,RG20 9,RG,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,BT12 6,BT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,dealer,1,0.5
2022-01,2022,BT12 6,BT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,4,0.7999999999999997
2022-01,2022,BT12 6,BT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,dealer,1,0.5
2022-01,2022,BT12 6,BT,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,dealer,1,0.19999999999999996
2022-01,2022,BT12 6,BT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,dealer,1,0.5
2022-01,2022,BT12 6,BT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.19999999999999993
2022-01,2022,BT12 6,BT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,dealer,2,1.0
2022-01,2022,BT2,BT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,DA5,DA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,B17 8,B,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,B24 9,B,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,dealer,1,0.5
2022-01,2022,B24 9,B,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,dealer,1,0.5
2022-01,2022,B24 9,B,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,2,1.0
2022-01,2022,B33,B,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,B74,B,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,LE2,LE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,PE21 7,PE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,BH6,BH,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,BD1,BD,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,finance,1,0.2
2022-01,2022,BD1,BD,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,finance,1,0.2
2022-01,2022,CM8,CM,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-01,2022,HA0,HA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,CM14 5,CM,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,dealer,2,1.6
2022-01,2022,CM4,CM,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,BN3,BN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,BS9,BS,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,BS9,BS,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,BR1,BR,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,BR6,BR,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,BR6,BR,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Wraith,Rolls-Royce Wraith,Upper GT,keep,1,1.0
2022-01,2022,B45 8,B,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,EN10 7,EN,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,M45 7,M,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,HX2,HX,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,HX7,HX,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,WS15 2,WS,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,CA3,CA,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,SA14 9,SA,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,SA15 3,SA,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,SA18 3,SA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,MK45 5,MK,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-01,2022,LE12 8,LE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-01,2022,LE12 8,LE,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,LE7,LE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,2,1.0
2022-01,2022,LE7,LE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,2,1.0
2022-01,2022,LE7,LE,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,dealer,2,0.3999999999999999
2022-01,2022,CM1,CM,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,CM2,CM,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,dealer,1,1.0
2022-01,2022,CM2,CM,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2022-01,2022,CM3,CM,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,GL51 9,GL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,2,1.0
2022-01,2022,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,factory_hold,2,0.0411522633744856
2022-01,2022,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,factory_hold,2,0.0411522633744856
2022-01,2022,CW1,CW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,factory_hold,1,0.014492753623188406
2022-01,2022,CW1,CW,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,factory_hold,1,0.0205761316872428
2022-01,2022,CW1,CW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,factory_hold,2,0.028985507246376812
2022-01,2022,SK10 4,SK,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,SK10 4,SK,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,SK10 5,SK,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,SK12 1,SK,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,keep,1,1.0
2022-01,2022,SK9,SK,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,2,0.3999999999999999
2022-01,2022,SK9,SK,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,1,1.0
2022-01,2022,SK9,SK,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,dealer,1,1.0
2022-01,2022,WA14 3,WA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,WA16 7,WA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,WA16 8,WA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2022-01,2022,WA4,WA,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,PO18 0,PO,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,factory_hold,3,0.1875
2022-01,2022,PO18 8,PO,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,RH20 1,RH,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,HP7,HP,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,HP8,HP,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,SL9,SL,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,EH11 4,EH,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,EH11 4,EH,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,EH15 3,EH,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,dealer,1,0.5
2022-01,2022,EH15 3,EH,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,0.5
2022-01,2022,EH15 3,EH,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,dealer,1,0.5
2022-01,2022,WC2A 1,WC,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,FK10 4,FK,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,BT52 2,BT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,TR11 5,TR,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,DL5,DL,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,DA1,DA,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,DG12 5,DG,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,DD5,DD,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,W3 0,W,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,dealer,1,0.5
2022-01,2022,W3 0,W,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,2,1.0
2022-01,2022,W3 0,W,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,dealer,1,0.8
2022-01,2022,G61 2,G,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,PE24 5,PE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,NN14 3,NN,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,G46 6,G,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,G46 6,G,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,HU13 0,HU,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,HU15 2,HU,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,KT12 1,KT,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,dealer,1,0.8
2022-01,2022,KT12 1,KT,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,dealer,1,0.8000000000000002
2022-01,2022,KT22 0,KT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,KT22 0,KT,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,CM16 4,CM,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,PO16 9,PO,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,SO31 7,SO,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-01,2022,GL18 1,GL,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-01,2022,W6 9,W,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,LE16 7,LE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,LS22 4,LS,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,LS22 4,LS,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,RM11 3,RM,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,WD7,WD,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,RH13 8,RH,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,TW8,TW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,2,2.0229565217391303
2022-01,2022,TW8,TW,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,PE28 9,PE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,BB5,BB,Rolls-Royce,BMW: Rolls-Royce,Rolls-Royce Wraith,Rolls-Royce Wraith,Upper GT,keep,1,1.0
2022-01,2022,IP1,IP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,SW3,SW,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,SW3,SW,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,SW7,SW,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,1,0.5
2022-01,2022,SW7,SW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,SW7,SW,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,dealer,2,0.3999999999999999
2022-01,2022,SW7,SW,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,dealer,1,0.5
2022-01,2022,SW7,SW,Lamborghini,Volkswagen: Lamborghini,Lamborghini Huracan,Lamborghini Huracan,Core Supercar,dealer,1,0.19999999999999998
2022-01,2022,SW7,SW,McLaren,McLaren: Ultimate/Super Srs,McLaren Super Series,McLaren 720S,Core Supercar,keep,1,1.0
2022-01,2022,KT2,KT,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,KT2,KT,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,LS12 6,LS,Lamborghini,Volkswagen: Lamborghini Urus,Lamborghini Urus,Lamborghini Urus,SUV,keep,1,1.1587301587301586
2022-01,2022,LS14 3,LS,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,LS17 9,LS,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,WF3,WF,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,keep,1,1.0084925690021231
2022-01,2022,LE5,LE,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,LE5,LE,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,CM0,CM,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,CM0,CM,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,NG18 4,NG,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,IP14 6,IP,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,MK5,MK,Aston Martin,Aston Martin: DB-Series,Aston Martin DB11/DB12,Aston Martin DB11,GT,keep,1,1.0
2022-01,2022,RH4,RH,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,SO43 7,SO,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,dealer,1,1.0
2022-01,2022,SO43 7,SO,McLaren,McLaren: Ultimate/Super Srs,McLaren GT,McLaren GT,GT,dealer,1,1.0
2022-01,2022,NE3,NE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,DT11 0,DT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,SP8,SP,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,SP8,SP,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,S18 7,S,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,S21 4,S,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,LN5,LN,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,NE25 9,NE,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,NE25 9,NE,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,NE28 9,NE,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,1,1.0
2022-01,2022,NE28 9,NE,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,dealer,1,0.8000000000000002
2022-01,2022,NG3,NG,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,NG7,NG,Aston Martin,Aston Martin: DB-Series,Aston Martin DBS,Aston Martin DBS,Upper GT,dealer,1,0.8000000000000002
2022-01,2022,CV7,CV,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,OX1,OX,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,OX2,OX,Ferrari,Ferrari,Ferrari Portofino,Ferrari Portofino,GT,keep,1,1.0084925690021231
2022-01,2022,BH13 7,BH,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,BH14 8,BH,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,BH14 8,BH,Ferrari,Ferrari,Ferrari F8/488/458,Ferrari F8,Core Supercar,keep,1,1.0024834437086092
2022-01,2022,RG2,RG,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,RG2,RG,Ferrari,Ferrari,Ferrari SF90 Stradale,Ferrari SF90 Stradale,Upper Supercar,keep,1,1.0081967213114753
2022-01,2022,E11 2,E,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,KT20 6,KT,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,TW10 6,TW,Aston Martin,Aston Martin: DBX,Aston Martin DBX,Aston Martin DBX,SUV,keep,1,1.0
2022-01,2022,TW2,TW,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,SS5,SS,Ferrari,Ferrari,Ferrari 812,Ferrari 812,Upper GT,keep,1,1.0
2022-01,2022,S26 1,S,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,TW20 0,TW,Ferrari,Ferrari,Ferrari Roma,Ferrari Roma,GT,dealer,1,0.8
2022-01,2022,NG12 5,NG,Bentley,Volkswagen: Bentley Bentayga,Bentley Bentayga,Bentley Bentayga,SUV,keep,1,1.0114782608695652
2022-01,2022,GU11,GU,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
2022-01,2022,LE15 8,LE,Rolls-Royce,BMW: Rolls-Royce Cullinan,Rolls-Royce Cullinan,Rolls-Royce Cullinan,SUV,keep,1,1.0076628352490422
2022-01,2022,YO62 4,YO,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GT,GT,keep,1,1.0004555808656037
2022-01,2022,M28 1,M,Bentley,Volkswagen: Bentley Continent.,Bentley Continental GT/GTC/SSp,Bentley Continental GTC,GT,keep,1,1.0004555808656037
